,year,metro,id,sex,age,number,education,marriage,asset,debt,income,income_d,industry,job,house,education_year
2976,2020,G2,150700341,1,49,3,4,2,29106,6499,5340,4818,H,8,1,12
2977,2020,G2,150700351,1,59,1,1,4,1500,0,4728,4540,F,7,3,0
2978,2020,G2,150700381,2,45,4,6,2,47016,0,10920,7054,K,3,1,16
2979,2020,G2,150800201,2,43,2,4,4,8135,1513,2274,1638,P,2,3,12
2980,2020,G2,150800231,1,77,2,3,2,290,0,1118,1098,,,3,9
2981,2020,G2,150800241,1,71,2,3,2,30565,0,2148,1458,H,8,1,9
2982,2020,G2,150800251,2,60,3,4,2,22260,31160,3122,1572,Q,4,1,12
2983,2020,G2,150800271,1,40,1,5,4,400,2500,2137,1792,G,9,3,14
2984,2020,G2,150800281,2,62,1,4,3,46440,3550,3383,3278,,,1,12
2985,2020,G2,150800321,1,38,4,6,2,33329,1700,6808,5301,K,3,1,16
2986,2020,G2,150800331,1,37,2,6,2,33138,6000,7369,5960,K,2,2,16
2987,2020,G2,150800341,1,50,4,7,2,28680,5630,16155,13595,R,2,1,18
2988,2020,G2,150800361,1,63,2,6,2,72050,0,14619,11153,P,2,3,16
2989,2020,G2,150900201,1,55,3,4,2,29282,0,7209,6245,,,1,12
2990,2020,G2,150900211,1,67,2,6,2,134000,15000,4356,2902,,,1,16
2991,2020,G2,150900221,1,75,2,3,2,20930,0,1893,1750,Q,9,1,9
2992,2020,G2,150900231,1,49,4,4,2,16566,5000,5403,4662,M,8,2,12
2993,2020,G2,150900251,1,52,3,6,2,49810,9500,11093,8503,O,4,1,16
2994,2020,G2,150900271,1,65,2,2,2,36895,4000,2726,2191,,,1,6
2995,2020,G2,150900301,1,60,3,6,2,152394,20000,8011,5991,C,7,1,16
2996,2020,G2,150900321,1,64,2,6,2,85750,0,10764,8796,K,2,1,16
2997,2020,G2,150900331,1,66,3,3,2,2292,0,2517,2346,,,3,9
2998,2020,G2,150900341,1,65,3,6,2,185921,26600,10154,8331,L,3,1,16
2999,2020,G2,150900351,2,27,1,6,1,2150,0,2115,1948,P,4,3,16
3000,2020,G2,150900361,1,45,3,4,3,27460,211,1764,1649,H,8,1,12
3001,2020,G2,150900371,2,52,2,4,3,7300,0,1539,1531,,,1,12
3002,2020,G2,150900391,1,62,2,8,2,66600,15000,11838,8612,M,2,1,21
3003,2020,G2,151000202,1,62,2,8,2,27550,0,4002,3710,F,7,1,21
3004,2020,G2,151000212,1,57,4,6,2,2100,450,7233,6654,G,5,3,16
3005,2020,G2,151000222,1,62,1,2,4,6750,0,2544,2280,C,9,3,6
3006,2020,G2,151000232,1,44,3,6,2,17121,0,3181,2156,G,2,2,16
3007,2020,G2,151000262,1,62,2,3,2,19235,2000,5563,4990,H,8,1,9
3008,2020,G2,151000272,1,61,3,3,2,66477,540,4437,3657,H,8,1,9
3009,2020,G2,151000282,2,49,3,4,3,32320,0,1840,1617,,,1,12
3010,2020,G2,151000302,1,30,1,6,1,3074,1300,2059,1702,Q,2,3,16
3011,2020,G2,151000332,1,37,4,6,2,13048,9000,6937,5655,C,8,2,16
3012,2020,G2,151000362,1,60,2,4,2,18918,5000,6050,5021,C,8,1,12
3013,2020,G2,151000392,1,58,4,6,2,61190,0,16333,12502,G,5,1,16
3014,2020,G2,151600201,2,85,1,1,3,510,0,702,702,,,2,0
3015,2020,G2,151600221,1,54,1,4,1,2785,2500,1050,1024,R,4,3,12
3016,2020,G2,151600231,1,55,5,7,2,234480,5000,14161,11196,Q,2,1,18
3017,2020,G2,151600261,2,38,1,6,1,767,25,2671,2005,Q,2,3,16
3018,2020,G2,151600271,2,73,1,3,3,12010,1210,1545,1354,,,1,9
3019,2020,G2,151600291,2,68,1,1,4,196,0,678,677,,,3,0
3020,2020,G2,151600301,1,45,4,5,2,3530,0,6001,5567,K,5,3,14
3021,2020,G2,151600311,1,49,3,4,2,79016,41400,8839,7138,I,3,1,12
3022,2020,G2,151600321,2,58,1,5,1,15272,8020,2323,941,Q,2,1,14
3023,2020,G2,151600331,1,42,4,6,2,26084,9934,6334,5097,P,3,1,16
3024,2020,G2,151600371,1,60,2,6,2,23148,5880,10309,8661,,,1,16
3025,2020,G2,151600381,1,60,3,4,2,29390,3000,6820,5663,R,4,1,12
3026,2020,G2,151700241,1,67,2,3,2,17143,0,2164,2053,,,1,9
3027,2020,G2,151700281,1,52,1,6,1,4285,4000,2414,2093,K,3,2,16
3028,2020,G2,151700301,1,85,1,3,3,15350,0,1926,1917,A,6,1,9
3029,2020,G2,151700311,1,59,4,4,2,35623,5550,5536,4374,H,8,1,12
3030,2020,G2,151700321,2,64,1,4,3,60,0,793,677,,,5,12
3031,2020,G2,151700331,1,68,2,2,2,1570,231,3712,3423,S,8,3,6
3032,2020,G2,151700341,2,56,1,4,4,17620,4090,3361,2800,I,4,2,12
3033,2020,G2,151700351,1,74,2,4,2,43140,0,4055,3715,H,8,1,12
3034,2020,G2,151700361,1,45,4,5,2,2933,1590,5234,4720,F,8,3,14
3035,2020,G2,151700371,1,58,2,7,2,393260,100000,21175,15961,A,6,1,18
3036,2020,G2,151700391,1,55,2,5,2,248900,2700,16431,9832,C,2,1,14
3037,2020,G2,151800201,1,81,2,4,2,12610,0,2604,2581,,,1,12
3038,2020,G2,151800211,2,54,2,6,2,20310,5800,2832,2335,G,5,1,16
3039,2020,G2,151800231,1,77,2,6,2,120473,49000,1659,621,,,1,16
3040,2020,G2,151800241,1,82,1,4,4,4002,0,1173,1172,,,3,12
3041,2020,G2,151800291,1,59,3,4,2,40252,1700,5011,4018,F,7,1,12
3042,2020,G2,151800301,1,42,4,5,2,35763,16550,8515,6206,C,8,1,14
3043,2020,G2,151800321,2,72,1,3,4,16380,500,1607,1388,,,1,9
3044,2020,G2,151800331,1,60,1,4,1,5980,0,1897,1802,N,7,4,12
3045,2020,G2,151800341,1,62,1,3,4,5850,500,2250,2086,S,4,1,9
3046,2020,G2,151800351,2,76,2,2,2,32620,0,1394,1353,A,6,1,6
3047,2020,G2,151800361,2,82,1,2,3,1230,0,903,902,,,3,6
3048,2020,G2,151900201,2,71,1,2,3,6050,0,548,536,,,2,6
3049,2020,G2,151900211,1,32,3,6,2,12650,6100,3869,3471,,,3,16
3050,2020,G2,151900221,2,79,1,2,3,24130,700,1405,1387,,,1,6
3051,2020,G2,151900241,1,43,2,6,2,28700,0,6006,5791,C,2,1,16
3052,2020,G2,151900261,1,69,3,3,2,32422,0,5618,5177,,,1,9
3053,2020,G2,151900271,1,70,2,7,2,107778,0,12219,7746,,,1,18
3054,2020,G2,151900281,1,65,2,2,2,19490,0,5321,4989,N,9,1,6
3055,2020,G2,151900291,1,50,3,7,2,99170,5000,12057,9261,O,A,2,18
3056,2020,G2,151900311,1,47,2,4,2,31870,2500,6380,4662,C,3,1,12
3057,2020,G2,151900321,2,91,1,2,3,11200,0,927,924,,,1,6
3058,2020,G2,151900341,1,52,2,4,2,1186,1890,3563,3376,G,7,5,12
3059,2020,G2,151900371,1,40,5,4,2,15220,10000,3915,3044,C,8,1,12
3060,2020,G2,151900391,1,62,2,4,2,54024,1200,4186,3515,A,6,1,12
3061,2020,G2,152000202,1,71,3,6,2,123240,43000,12164,10102,,,1,16
3062,2020,G2,152000232,1,42,5,6,2,83205,28137,11476,9428,O,3,1,16
3063,2020,G2,152000242,1,49,5,8,2,82560,3400,26196,23373,C,2,1,21
3064,2020,G2,152000252,1,54,5,7,2,68246,28282,16828,12705,P,2,2,18
3065,2020,G2,152000262,1,37,1,6,1,6920,0,4483,3989,C,2,3,16
3066,2020,G2,152000272,1,58,2,5,2,210100,42000,5954,4842,N,5,1,14
3067,2020,G2,152000302,2,39,3,6,4,5602,0,3200,3034,C,3,3,16
3068,2020,G2,152000312,2,56,2,4,2,4710,3200,6252,5832,F,7,3,12
3069,2020,G2,152000322,1,56,3,4,2,4600,0,5581,5260,G,5,3,12
3070,2020,G2,152000342,1,67,2,3,2,31085,0,6670,5375,A,6,1,9
3071,2020,G2,152000352,2,31,3,6,2,16697,10800,6266,5142,S,3,1,16
3072,2020,G2,152000372,1,57,4,3,2,8900,250,1668,1368,,,1,9
3073,2020,G2,152000382,2,74,2,4,2,11676,3050,2143,2059,,,1,12
3074,2020,G2,152000392,1,60,4,2,2,20305,2400,10445,9360,H,8,1,6
3075,2020,G2,152600211,1,59,2,4,2,950,380,2680,2389,G,5,3,12
3076,2020,G2,152600231,1,80,2,6,2,96896,0,3506,3126,,,1,16
3077,2020,G2,152600271,2,61,2,3,2,17050,0,3116,2866,C,8,1,9
3078,2020,G2,152600281,2,84,1,2,3,562,0,1000,979,Q,9,2,6
3079,2020,G2,152600291,1,58,2,2,2,20490,0,1357,1152,,,1,6
3080,2020,G2,152600301,1,52,3,4,2,8740,700,6841,4993,C,8,3,12
3081,2020,G2,152600311,2,38,1,4,1,15879,0,1815,1747,R,4,1,12
3082,2020,G2,152600321,1,89,2,1,2,6790,0,2963,2925,A,6,1,0
3083,2020,G2,152600331,1,68,2,4,2,26730,0,5162,4916,A,6,1,12
3084,2020,G2,152600361,2,84,1,1,3,23,0,467,426,,,5,0
3085,2020,G2,152600371,2,88,1,1,3,4500,0,338,269,,,1,0
3086,2020,G2,152700231,1,49,3,7,2,113270,4550,11883,9617,G,3,1,18
3087,2020,G2,152700251,1,42,4,6,2,9761,1010,6006,5257,G,5,3,16
3088,2020,G2,152700261,1,40,4,6,2,49290,12900,6244,4123,G,8,1,16
3089,2020,G2,152700271,2,32,1,7,1,18266,7455,7032,5337,M,2,3,18
3090,2020,G2,152700281,1,78,2,3,2,1380,0,7233,6156,,,5,9
3091,2020,G2,152700301,1,66,3,2,2,8202,0,3420,3279,F,9,1,6
3092,2020,G2,152700311,1,50,5,5,2,63510,42900,4994,3714,A,6,1,14
3093,2020,G2,152700321,2,93,1,1,3,250,0,665,665,,,5,0
3094,2020,G2,152700331,1,39,2,7,2,28504,2000,7869,6956,M,2,2,18
3095,2020,G2,152700341,1,37,4,5,2,29340,11748,1596,570,F,7,1,14
3096,2020,G2,152700371,1,79,2,2,2,6520,0,2833,2002,A,6,1,6
3097,2020,G2,152800221,2,64,1,4,3,23574,0,4240,3681,T,9,1,12
3098,2020,G2,152800241,1,69,2,7,2,107636,0,7797,6369,,,1,18
3099,2020,G2,152800301,1,42,4,6,2,83190,15000,14312,12244,K,5,1,16
3100,2020,G2,152800331,2,84,1,2,3,150,0,430,409,O,9,5,6
3101,2020,G2,152800341,2,88,1,1,3,100,0,590,569,,,5,0
3102,2020,G2,152800351,2,80,1,1,3,15720,0,940,779,A,6,1,0
3103,2020,G2,152800361,2,77,1,1,3,7132,0,863,819,A,6,1,0
3104,2020,G2,152800371,1,51,1,4,1,1850,0,887,810,A,9,2,12
3105,2020,G2,152900201,1,60,3,5,2,68216,26600,10840,8792,,,2,14
3106,2020,G2,152900221,1,37,4,8,2,21860,0,5317,4574,M,2,3,21
3107,2020,G2,152900231,1,39,4,7,2,43314,0,4875,3721,O,2,1,18
3108,2020,G2,152900271,1,56,3,4,2,27125,9916,5334,4118,F,9,2,12
3109,2020,G2,152900291,2,62,2,4,3,10490,2050,4200,3411,I,4,3,12
3110,2020,G2,152900301,2,67,1,3,3,118,50,640,549,,,5,9
3111,2020,G2,152900311,2,85,1,1,3,19010,0,630,625,,,1,0
3112,2020,G2,152900321,2,68,1,2,4,340,0,1545,1533,I,9,3,6
3113,2020,G2,152900341,2,59,1,1,1,4,1500,781,761,,,4,0
3114,2020,G2,152900371,1,45,6,4,2,27380,0,5308,5039,A,6,1,12
3115,2020,G2,153000222,2,65,1,2,3,28200,1000,2556,2423,,,1,6
3116,2020,G2,153000232,2,59,2,4,3,12380,0,5958,5207,C,9,1,12
3117,2020,G2,153700221,1,28,4,6,2,53964,20100,4897,3793,C,8,1,16
3118,2020,G2,153800201,1,72,2,2,2,30550,0,2335,1985,,,1,6
3119,2020,G2,160000202,2,59,2,3,3,14960,0,6039,5229,C,9,2,9
3120,2020,G2,160000222,1,32,2,4,2,3765,2276,5070,4632,N,7,3,12
3121,2020,G2,160000232,1,51,4,6,2,76970,11260,6503,4696,C,8,1,16
3122,2020,G2,160000242,2,36,2,5,4,5244,0,2678,2214,F,3,3,14
3123,2020,G2,160000262,1,23,2,5,2,21984,0,1280,917,I,4,1,14
3124,2020,G2,160000272,1,31,3,6,2,36440,80,6224,5400,C,8,2,16
3125,2020,G2,160000282,2,61,2,4,4,115400,65750,7547,4623,F,7,1,12
3126,2020,G2,160000292,1,39,3,4,2,23240,10000,4942,4028,C,8,1,12
3127,2020,G2,160000312,2,65,3,4,2,52915,0,6198,5976,G,5,1,12
3128,2020,G2,160000322,2,76,1,1,3,1,0,513,512,,,4,0
3129,2020,G2,160000332,1,46,6,6,2,145223,200,20160,15810,C,8,1,16
3130,2020,G2,160000342,1,67,2,2,2,4100,0,1011,997,,,1,6
3131,2020,G2,160000352,1,63,2,3,2,23614,0,2389,1646,F,9,1,9
3132,2020,G2,160000362,1,57,2,6,2,54160,1000,6625,5657,I,4,2,16
3133,2020,G2,160000372,1,63,2,4,2,16118,0,4719,4309,F,7,1,12
3134,2020,G2,160000382,2,38,1,4,4,3210,0,3671,3528,G,5,3,12
3135,2020,G2,160000392,1,62,4,6,2,90276,18500,13111,11000,J,2,1,16
3136,2020,G2,160600211,2,71,1,1,3,3025,500,2329,1653,G,9,3,0
3137,2020,G2,160600221,1,41,4,5,2,44250,0,9785,8059,C,8,2,14
3138,2020,G2,160600231,1,35,4,5,2,56930,7300,5391,4854,F,7,2,14
3139,2020,G2,160600241,1,53,6,4,2,1610,0,3865,3620,F,7,3,12
3140,2020,G2,160600261,1,38,4,6,2,112196,6876,6109,4304,C,3,1,16
3141,2020,G2,160600271,2,46,4,6,4,10552,0,5615,5503,I,4,3,16
3142,2020,G2,160600281,1,57,4,6,2,40580,20000,9785,8036,G,5,1,16
3143,2020,G2,160600311,1,61,2,3,2,37100,7000,3482,2738,G,5,1,9
3144,2020,G2,160600321,2,56,2,2,4,2588,0,2234,2157,,,5,6
3145,2020,G2,160600331,1,49,5,7,2,87344,40330,10541,7382,L,2,5,18
3146,2020,G2,160600351,2,86,1,1,3,7942,0,952,949,,,1,0
3147,2020,G2,160600371,2,72,2,1,2,7289,0,3981,3357,G,5,3,0
3148,2020,G2,160600391,1,44,4,6,2,46452,16000,9941,7522,P,4,5,16
3149,2020,G2,160700211,1,76,2,1,2,19330,0,1311,1249,A,6,1,0
3150,2020,G2,160700221,2,68,2,2,2,440,0,2812,2752,L,9,5,6
3151,2020,G2,160700231,1,43,5,6,2,44355,34520,7019,4841,G,5,1,16
3152,2020,G2,160700241,1,45,4,6,2,198411,110802,10599,6388,C,3,1,16
3153,2020,G2,160700281,1,42,4,6,2,75601,0,10128,8061,K,3,1,16
3154,2020,G2,160700291,1,41,3,5,2,73752,22000,8768,6855,H,8,1,14
3155,2020,G2,160700331,1,43,3,6,2,67920,17800,9009,7777,O,3,1,16
3156,2020,G2,160700341,2,70,1,2,3,9720,0,1524,1326,G,5,1,6
3157,2020,G2,160700351,1,69,1,2,3,810,0,3243,3237,G,9,5,6
3158,2020,G2,160700371,2,80,1,1,3,454,0,1450,1439,Q,9,5,0
3159,2020,G2,160800201,2,69,2,6,4,7581,0,2475,2444,R,2,2,16
3160,2020,G2,160800211,1,68,2,2,2,25138,6000,1368,1193,,,1,6
3161,2020,G2,160800221,2,76,2,2,4,10070,40,2633,2451,,,2,6
3162,2020,G2,160800231,1,46,3,6,2,117229,2000,17561,13311,K,3,1,16
3163,2020,G2,160800251,1,29,3,6,2,44358,1000,4755,4579,I,5,1,16
3164,2020,G2,160800261,1,53,4,4,2,77086,0,19176,12928,C,2,1,12
3165,2020,G2,160800271,1,50,4,5,2,32100,1000,3778,3277,F,7,1,14
3166,2020,G2,160800281,1,66,2,3,2,76340,9000,4048,3435,I,5,1,9
3167,2020,G2,160800291,1,50,4,4,2,50800,11500,16005,11981,C,2,1,12
3168,2020,G2,160800301,2,55,1,4,3,3512,0,2550,2492,I,4,2,12
3169,2020,G2,160800311,1,60,3,4,2,15151,0,2977,2715,F,7,1,12
3170,2020,G2,160800341,1,42,4,6,2,202516,52000,41031,37748,G,5,1,16
3171,2020,G2,160800351,1,57,3,3,2,15817,0,10941,9511,C,3,1,9
3172,2020,G2,160800361,1,69,3,6,2,19296,0,6672,5355,,,1,16
3173,2020,G2,160800371,2,92,2,2,3,630,0,2796,2795,,,5,6
3174,2020,G2,160800381,1,70,2,4,2,15540,1800,3237,2801,,,1,12
3175,2020,G2,160800391,2,75,1,1,3,11150,100,1557,1461,P,9,1,0
3176,2020,G2,160900201,1,76,1,3,3,12050,0,663,593,,,1,9
3177,2020,G2,160900211,2,67,1,4,3,31703,3500,7754,6458,,,5,12
3178,2020,G2,160900221,1,57,2,3,2,73660,44900,13405,9001,C,8,1,9
3179,2020,G2,160900231,1,41,2,5,2,138164,26840,20355,14026,I,5,1,14
3180,2020,G2,160900241,1,72,2,4,2,18100,4550,3657,3346,,,1,12
3181,2020,G2,160900251,1,64,3,4,2,100141,6000,8579,1880,G,5,1,12
3182,2020,G2,160900271,1,53,3,4,4,385,0,2095,2093,F,9,3,12
3183,2020,G2,160900291,1,64,2,4,2,4717,0,2358,2249,C,7,3,12
3184,2020,G2,160900301,2,63,1,4,3,18399,20,2195,2034,S,7,1,12
3185,2020,G2,160900341,1,49,4,4,2,27510,2712,6243,4774,H,8,1,12
3186,2020,G2,160900361,1,59,3,4,2,100976,0,4602,1935,,,1,12
3187,2020,G2,160900381,1,57,3,4,2,18938,7210,5627,4722,G,7,1,12
3188,2020,G2,160900391,1,54,3,6,2,54366,890,20248,18237,D,7,1,16
3189,2020,G2,161000202,1,59,4,4,2,35332,20560,4878,4083,H,8,1,12
3190,2020,G2,161000212,1,40,4,5,2,40318,10300,9057,7388,C,5,1,14
3191,2020,G2,161000222,1,30,3,6,2,38500,16000,7215,6967,,,2,16
3192,2020,G2,161000232,1,59,2,6,2,20660,0,5565,5209,,,1,16
3193,2020,G2,161000252,2,23,1,6,1,1690,0,912,910,P,2,3,16
3194,2020,G2,161000262,1,39,4,6,2,10943,6200,4328,3517,C,7,1,16
3195,2020,G2,161000272,1,56,1,2,1,5660,3700,2100,1790,H,8,3,6
3196,2020,G2,161000282,1,56,4,4,2,121260,32000,7527,6297,H,3,1,12
3197,2020,G2,161000302,1,67,2,3,2,13315,0,3310,2900,L,9,1,9
3198,2020,G2,161000312,1,57,2,6,2,16464,500,12356,10111,F,2,1,16
3199,2020,G2,161000322,1,68,2,7,2,3307,4700,4104,3952,S,2,5,18
3200,2020,G2,161000332,2,76,1,2,1,2216,400,694,693,,,1,6
3201,2020,G2,161000342,2,28,2,6,1,14401,1100,5329,4229,F,3,2,16
3202,2020,G2,161000352,1,33,3,6,2,22322,9900,2819,2363,F,3,2,16
3203,2020,G2,161000362,1,60,2,5,2,27217,0,8245,6606,I,4,1,14
3204,2020,G2,161000372,1,55,2,4,2,25983,7700,5069,4616,A,6,5,12
3205,2020,G2,161000382,2,83,1,2,3,3030,0,1825,586,,,1,6
3206,2020,G2,161600211,1,63,2,4,2,52334,2000,6113,4487,F,7,1,12
3207,2020,G2,161600231,1,62,3,4,2,12206,4400,8317,7687,C,9,1,12
3208,2020,G2,161600251,1,66,4,4,3,50585,0,9097,8213,,,1,12
3209,2020,G2,161600261,1,42,3,6,2,17032,0,3962,3755,F,9,1,16
3210,2020,G2,161600271,2,52,3,4,3,12770,670,10273,8947,C,8,2,12
3211,2020,G2,161600281,2,69,3,2,3,47148,1465,4060,3366,G,5,1,6
3212,2020,G2,161600301,1,70,2,6,2,59518,30,4707,3867,A,6,1,16
3213,2020,G2,161600311,1,55,4,5,2,69225,1200,12904,10129,C,8,1,14
3214,2020,G2,161600331,1,37,4,5,2,36350,24722,5711,4196,S,7,1,14
3215,2020,G2,161600341,2,48,1,6,3,21824,5469,3479,2878,P,3,2,16
3216,2020,G2,161600351,1,41,4,6,2,23084,7300,7063,5860,F,7,2,16
3217,2020,G2,161600381,2,77,1,2,3,30951,0,1306,1151,A,6,1,6
3218,2020,G2,161600391,1,62,2,5,2,19995,1700,3606,1526,F,9,1,14
3219,2020,G2,161700201,1,33,2,6,2,47322,10000,9188,7371,C,3,1,16
3220,2020,G2,161700231,1,54,3,5,2,108538,23600,35627,23055,C,3,1,14
3221,2020,G2,161700241,1,64,2,4,2,610,0,2030,2024,F,9,3,12
3222,2020,G2,161700261,2,59,1,2,4,2483,130,615,589,C,9,3,6
3223,2020,G2,161700281,1,35,4,6,2,13140,7000,3577,2906,N,4,2,16
3224,2020,G2,161700291,1,40,2,4,1,8990,800,3763,2996,C,8,1,12
3225,2020,G2,161700301,1,60,1,5,3,252,0,1959,1937,F,9,5,14
3226,2020,G2,161700311,1,36,2,4,1,15975,0,2020,1786,G,5,1,12
3227,2020,G2,161700321,1,62,2,4,2,23415,0,7274,6503,H,9,2,12
3228,2020,G2,161700331,2,37,3,6,2,22161,1852,2614,2268,P,3,1,16
3229,2020,G2,161700341,1,51,4,4,2,12342,20,6644,6200,D,9,2,12
3230,2020,G2,161700351,1,46,4,4,2,47458,4700,5811,5078,H,8,1,12
3231,2020,G2,161700361,2,73,1,2,3,6203,0,1403,1400,A,6,1,6
3232,2020,G2,161700371,1,68,3,3,2,16368,3400,1896,1558,A,6,1,9
3233,2020,G2,161700381,2,51,2,3,2,29405,0,1567,1489,A,6,1,9
3234,2020,G2,161700391,2,86,1,1,3,2200,0,855,754,,,5,0
3235,2020,G2,161800201,2,62,3,2,4,12885,60,8105,7308,I,9,2,6
3236,2020,G2,161800231,1,33,2,4,2,15494,6801,4002,3193,H,8,1,12
3237,2020,G2,161800241,1,43,2,4,4,16710,0,4000,3930,G,7,2,12
3238,2020,G2,161800251,1,61,3,4,2,71784,0,6943,6588,C,8,1,12
3239,2020,G2,161800271,1,60,3,4,2,81323,0,15632,12304,C,8,1,12
3240,2020,G2,161800291,1,47,4,4,2,26910,7050,6062,4123,C,8,1,12
3241,2020,G2,161800301,1,52,5,4,2,71738,1700,17121,14506,G,5,1,12
3242,2020,G2,161800311,1,40,1,4,4,5942,3000,5800,4421,H,8,3,12
3243,2020,G2,161800331,2,59,1,4,4,5928,0,1854,1719,S,4,3,12
3244,2020,G2,161800341,1,54,4,4,2,30515,70,9478,8666,F,7,1,12
3245,2020,G2,161800351,2,55,2,4,3,17298,1967,5738,5104,H,9,1,12
3246,2020,G2,161800361,1,82,2,2,2,10680,0,1241,884,A,6,1,6
3247,2020,G2,161800381,1,55,4,7,2,40833,13150,1466,1191,,,1,18
3248,2020,G2,161900201,2,68,1,2,3,5190,0,2174,2023,,,3,6
3249,2020,G2,161900211,1,78,1,6,4,7050,0,689,688,,,3,16
3250,2020,G2,161900221,1,55,1,4,4,480,2785,4844,3770,F,7,3,12
3251,2020,G2,161900231,1,59,2,4,2,4300,0,1015,830,C,8,3,12
3252,2020,G2,161900251,2,75,1,2,3,25280,0,670,617,,,1,6
3253,2020,G2,161900271,1,59,1,3,4,5673,40,3247,2863,C,8,3,9
3254,2020,G2,161900281,1,75,3,3,2,37074,0,6044,5319,,,1,9
3255,2020,G2,161900291,1,51,5,6,2,58653,11925,18644,15252,K,3,1,16
3256,2020,G2,161900311,2,34,1,4,1,1378,100,1020,977,R,3,3,12
3257,2020,G2,161900321,1,68,2,4,2,23443,1700,3252,2977,A,6,1,12
3258,2020,G2,161900351,1,39,3,4,2,22275,820,9487,7510,C,8,1,12
3259,2020,G2,161900361,1,65,4,3,2,77512,10160,9091,7793,A,6,1,9
3260,2020,G2,161900371,1,76,2,2,2,4580,180,1034,827,,,1,6
3261,2020,G2,161900381,1,80,2,4,2,5250,0,2543,2452,A,6,1,12
3262,2020,G2,161900391,2,61,1,2,3,6240,0,1543,1469,,,1,6
3263,2020,G2,162000302,1,59,2,4,2,15982,1000,3102,2770,A,6,1,12
3264,2020,G2,162000322,1,75,3,6,2,38169,0,7732,6599,G,2,1,16
3265,2020,G2,162000342,1,73,2,3,2,12114,0,3104,2887,A,6,1,9
3266,2020,G2,162000352,2,84,1,1,3,10701,0,2365,2351,A,6,1,0
3267,2020,G2,162000362,2,73,1,2,3,9740,0,866,862,,,1,6
3268,2020,G2,162000372,2,72,1,2,3,1,0,420,409,,,5,6
3269,2020,G2,162600301,1,77,2,3,2,33264,0,1675,1551,A,6,1,9
3270,2020,G2,162600311,2,75,1,1,3,6891,1000,830,762,O,4,1,0
3271,2020,G2,162600351,1,81,2,2,2,29860,0,2012,1988,A,6,1,6
3272,2020,G2,162600361,1,56,3,3,2,113664,10850,8992,8543,A,6,1,9
3273,2020,G2,162600371,1,42,4,6,2,58120,19555,10765,8842,O,4,1,16
3274,2020,G2,162700321,1,53,3,6,2,36203,0,4166,3298,F,9,1,16
3275,2020,G2,162700331,1,58,3,6,2,106730,20100,11346,9012,O,1,1,16
3276,2020,G2,162700341,2,82,1,1,3,1200,0,420,419,,,5,0
3277,2020,G2,162700351,1,61,2,4,2,46928,0,5395,5109,A,6,1,12
3278,2020,G2,162700371,1,84,2,1,2,44046,3500,3110,2579,A,6,1,0
3279,2020,G2,162800311,2,66,1,3,3,14083,0,2511,2169,Q,4,1,9
3280,2020,G2,162800321,1,52,2,2,1,22483,4332,2475,2032,A,6,1,6
3281,2020,G2,162800341,1,56,2,6,2,18369,360,20283,16652,C,1,3,16
3282,2020,G2,162800351,1,55,3,1,2,4418,3000,3163,2836,,,1,0
3283,2020,G2,162800361,1,48,4,4,2,5118,0,1908,1533,B,3,5,12
3284,2020,G2,162800371,1,63,2,3,2,30019,5700,3877,2981,H,8,1,9
3285,2020,G2,162900301,1,65,2,4,2,40650,0,6395,5940,A,6,1,12
3286,2020,G2,162900311,1,77,2,3,2,25330,0,1452,1345,,,1,9
3287,2020,G2,162900321,2,82,1,2,3,5014,0,637,621,,,1,6
3288,2020,G2,162900331,1,46,3,4,1,29372,9000,2884,2005,I,4,1,12
3289,2020,G2,162900341,1,63,2,3,2,68384,18950,5295,3897,A,6,1,9
3290,2020,G2,162900351,2,83,1,2,3,860,0,595,593,,,1,6
3291,2020,G2,162900361,1,66,2,3,2,32500,7000,4488,1461,A,6,1,9
3292,2020,G2,162900371,2,80,2,1,2,16921,0,1114,1098,,,1,0
3293,2020,G2,170000302,2,69,1,2,3,350,0,1184,964,,,5,6
3294,2020,G2,170000312,1,44,2,5,2,25750,4800,3111,2537,L,2,1,14
3295,2020,G2,170000322,2,66,1,2,3,49,0,1395,1394,O,4,4,6
3296,2020,G2,170000332,2,82,1,1,3,4050,0,613,598,,,1,0
3297,2020,G2,170000342,1,42,4,5,2,33050,0,13754,11158,O,4,1,14
3298,2020,G2,170000352,1,54,4,6,2,64126,1000,13802,10748,P,2,1,16
3299,2020,G2,170000362,2,44,2,5,1,2890,0,796,763,,,5,14
3300,2020,G2,170000372,2,41,4,4,4,3110,6878,10472,9266,I,1,3,12
3301,2020,G2,170000382,1,83,2,6,2,13068,0,3576,1355,O,2,1,16
3302,2020,G2,170000392,2,94,1,1,3,6620,0,585,581,,,1,0
3303,2020,G2,170600321,1,56,2,6,2,55700,0,14587,8495,C,3,1,16
3304,2020,G2,170600331,1,57,3,4,2,81239,0,16244,11438,C,3,1,12
3305,2020,G2,170600341,1,69,1,2,4,130,0,1755,1733,F,9,3,6
3306,2020,G2,170600351,2,40,4,4,2,19037,5412,4746,4503,G,9,1,12
3307,2020,G2,170600361,1,57,2,4,2,42576,19166,8848,8236,F,8,1,12
3308,2020,G2,170600371,2,82,1,1,3,3070,0,498,451,,,1,0
3309,2020,G2,170600381,2,92,1,2,3,1100,0,1436,1427,,,5,6
3310,2020,G2,170600391,1,61,3,4,2,19200,3370,6482,5599,C,8,1,12
